|artist|categoryId|country|description|dimensions|image|name|price|stock
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|68.9 W x 68.9 H x 0.8 D in|6865681-HSC00001-7.jpg|Abstract No. 214 Painting|5350|2
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|63 W x 63 H x 0.8 D in|7043463-HSC00001-7.jpg|Abstract No. 219 Painting|4570|3
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|68.9 W x 68.9 H x 0.8 D in|7067303-HSC00001-7.jpg|Abstract No. 223 Painting|5350|5
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|63 W x 63 H x 0.8 D in|7071428-HSC00001-7.jpg|Abstract No. 224 Painting|4570|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on 300g watercolor paper from Hanemûhle.|29.9 W x 22 H x 0 D in|2362062-HSC00001-7.jpg|The Wadden Sea National Park No162 Painting|1115|1
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on 300g watercolor paper from Hanemûhle.|29.9 W x 22 H x 0 D in|2476438-HSC00001-7.jpg|The Wadden Sea National Park No169 Painting|1115|2
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on 300g watercolor paper from Hanemûhle.|29.9 W x 22 H x 0 D in|2478509-HSC00001-7.jpg|The Wadden Sea National Park No170 Painting|1115|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on 300g watercolor paper from Hanemûhle.|29.9 W x 22 H x 0 D in|2522294-HSC00001-7.jpg|The Wadden Sea National Park No172 Painting|1115|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|2041948-HSC00001-7.jpg|The Wadden Sea National Park (Sunrise) No131 Painting|1115|5
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|2044820-HSC00001-7.jpg|The Wadden Sea National Park (Sunrise) No132 Painting|1115|2
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|2185724-HSC00001-7.jpg|The Wadden Sea National Park No145 Painting|1115|2
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|4058667-HSC00001-7.jpg|The Wadden Sea National Park No. 262 Painting|1115|1
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|4058683-HSC00001-7.jpg|The Wadden Sea National Park No. 263 Painting|1115|2
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm). https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No144+(Web)/index.html|29.9 W x 22 H x 0 D in|2185317-HSC00001-7.jpg|The Wadden Sea National Park No144 Painting|1115|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|29.9 W x 22 H x 0 D in|2020690-HSC00001-7.jpg|The Wadden Sea National Park (Sunrise) No125 Painting|1115|5
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|22 W x 16.5 H x 0 D in|2013915-CZMAYVLZ-7.jpg|The Wadden Sea National Park No122 Painting|1115|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|29.9 W x 22 H x 0 D in|2017510-HSC00001-7.jpg|The Wadden Sea National Park No123 Painting|1115|1
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|29.9 W x 22 H x 0 D in|2019501-HSC00001-7.jpg|The Wadden Sea National Park No124 Painting|1115|2
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|29.9 W x 22 H x 0 D in|2024956-HSC00001-7.jpg|The Wadden Sea National Park No127 Painting|1115|3
|Claus Gawin|1|Denmark|The Wadden Sea National Park. Quality Acrylic on Watercolor 300g quality paper.|29.9 W x 22 H x 0 D in|2031374-HSC00001-7.jpg|The Wadden Sea National Park No128 Painting|1115|3
|Claus Gawin|1|Denmark|The picture is painted unmounted with a size 170x113 cm. Added 10 cm is for mounting so the final size is With 160 cm x High 103 cm x 2 cm dept. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|63 W x 40.6 H x 0.8 D in|7451340-HSC00001-7.jpg|The Wadden Sea National Park No. 277 Painting|3030|5
|Claus Gawin|1|Denmark|The picture is painted unmounted with a size 170x160 cm. Added 10 cm is for mounting so the final size is With 160 cm x High 150 cm x 2 cm dept. Used colors: The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|63 W x 59.1 H x 0.8 D in|7380641-HSC00001-7.jpg|Abstract No. 226 Painting|4310|1
|Claus Gawin|1|Denmark|The picture is painted unmounted with a size 175x165 cm. Added 10 cm is for mounting so the final size is With 165 cm x High 155 cm x 2 cm dept. Used colors: The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|65 W x 61 H x 0.8 D in|7387305-HSC00001-7.jpg|Abstract No. 227 Painting|4570|2
|Claus Gawin|1|Denmark|The picture is painted unmounted with a size 175x165 cm. Added 10 cm is for mounting so the final size is With 165 cm x High 155 cm x 2 cm dept. Used colors: The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|65 W x 61 H x 0.8 D in|7394133-HSC00001-7.jpg|Abstract No. 228 Painting|4570|4
|Claus Gawin|1|Denmark|This item will arrive rolled in a dent-resistant tube. This method is especially safe for oversized works, and provides lower shipping costs as well. Rolled works can be easily stretched (for canvas works, i.e. placed onto wooden stretcher bars) and/or framed by a local framer upon arrival.  Upon immediate delivery, we highly recommend you send any works on paper directly to your framer for cautious, professional unrolling of the artwork.|47.2 W x 39.4 H x 0.8 D in|4580293-HSC00001-7.jpg|Abstract No. 142 Painting|1860|3
|Claus Gawin|1|Denmark|USED IN THIS PAINTING: Golden Heavy Body iridescent silver fine Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Ultramarine Blue. Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Cadmium Orange. Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|47.2 W x 39.4 H x 0.8 D in|6908957-HSC00001-7.jpg|Abstract No. 216 Painting|1860|6
|Claus Gawin|1|Denmark|USED IN THIS PAINTING: Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Titanium White. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|59.1 W x 47.2 H x 0.8 D in|6863460-NUJSFXEE-7.jpg|Abstract No. 212 Painting|3350|2
|Claus Gawin|1|Denmark|USED IN THIS PAINTING: Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Titanium White. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|63 W x 47.2 H x 0.8 D in|7060807-HSC00001-7.jpg|Abstract No. 222 Painting|3550|1
|Claus Gawin|1|Denmark|USED IN THIS PAINTING: Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|63 W x 47.2 H x 0.8 D in|7060333-HSC00001-7.jpg|Abstract No. 221 Painting|3550|4
|Claus Gawin|1|Denmark|USED IN THIS PAINTING: Golden Heavy Body iridescent silver fine, mixed with GOLDEN Heavy Body Transparent Brown Iron Oxide. Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange. The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.|63 W x 47.2 H x 0.8 D in|6861615-HSC00001-7.jpg|Abstract No. 211 Painting|3550|3
